Order Date,Region,Category,Sales,Profit
22-12-2017,East,Furniture,220.98,50.8254
08-12-2016,East,Office Supplies,12.957,-9.5018
23-03-2017,East,Office Supplies,25.68,11.556
25-07-2016,Central,Office Supplies,15.712,5.6956
10-07-2017,Central,Office Supplies,298.464,26.1156
17-07-2016,Central,Office Supplies,21.93,10.0878
17-07-2016,Central,Office Supplies,242.94,4.8588
17-07-2016,Central,Office Supplies,7.64,3.7436
17-07-2016,Central,Office Supplies,51.84,25.4016
17-07-2016,Central,Office Supplies,265.17,47.7306
23-08-2016,West,Technology,837.6,62.82
23-08-2016,West,Office Supplies,135.9,63.873
23-08-2016,West,Office Supplies,34.68,16.9932
23-08-2016,West,Furniture,532.704,-39.9528
23-08-2016,West,Office Supplies,43.1,11.206
23-08-2016,West,Office Supplies,15.88,0.1588
11-06-2015,South,Furniture,1123.92,-182.637
11-06-2015,South,Technology,249.584,31.198
11-06-2015,South,Furniture,48.672,7.3008
11-06-2015,South,Office Supplies,60.768,7.596
11-06-2015,South,Office Supplies,78.6,-62.88
11-06-2015,South,Office Supplies,3.768,-3.14
11-06-2015,South,Office Supplies,1036.624,51.8312
11-06-2015,South,Office Supplies,563.808,21.1428
08-09-2017,East,Technology,258.528,-47.3968
02-10-2017,East,Office Supplies,49.12,23.0864
16-12-2014,West,Furniture,44.46,14.6718
16-12-2014,West,Furniture,241.568,18.1176
16-12-2014,West,Technology,395,39.5
16-12-2014,West,Technology,627.168,70.5564
24-08-2014,East,Furniture,13.28,6.3744
24-08-2014,East,Office Supplies,12.672,4.4352
12-11-2017,Central,Office Supplies,30.56,-45.84
12-11-2017,Central,Office Supplies,77.952,-15.5904
12-11-2017,Central,Technology,67.992,8.499
12-11-2017,Central,Office Supplies,12.224,4.4312
12-11-2017,Central,Technology,44.784,-0.5598
12-11-2017,Central,Furniture,22.848,-17.7072
25-04-2015,East,Office Supplies,206.43,90.8292
12-12-2014,Central,Office Supplies,210.392,-336.6272
25-09-2017,East,Technology,119.96,35.988
25-09-2017,East,Office Supplies,10.608,0.9282
05-09-2016,Central,Furniture,347.802,-24.843
11-02-2017,West,Furniture,963.136,108.3528
11-02-2017,West,Technology,88.776,7.7679
30-06-2014,West,Office Supplies,32.4,10.368
07-06-2016,East,Office Supplies,32.4,15.552
20-12-2014,West,Office Supplies,31.05,14.904
15-12-2015,East,Technology,2025.36,607.608
15-12-2015,East,Technology,1799.994,-2639.9912
15-12-2015,East,Technology,101.988,-16.998
15-12-2015,East,Furniture,262.864,69.0018
20-07-2017,Central,Office Supplies,735.98,331.191
03-08-2014,West,Office Supplies,93.024,33.7212
24-08-2015,East,Furniture,284.364,-75.8304
24-08-2015,East,Technology,26,11.7
26-03-2016,South,Office Supplies,67.64,5.9185
26-03-2016,South,Technology,119.976,-17.9964
12-09-2014,Central,Office Supplies,5.18,-8.029
21-09-2014,West,Office Supplies,15.56,7.3132
21-09-2014,West,Office Supplies,78.35,36.8245
21-09-2014,West,Office Supplies,59.52,15.4752
21-09-2014,West,Office Supplies,38.52,17.334
21-09-2014,West,Technology,239.984,23.9984
21-09-2014,West,Office Supplies,19.35,9.4815
29-10-2016,Central,Furniture,67,32.16
28-05-2016,South,Furniture,390.272,-24.392
28-05-2016,South,Office Supplies,62.192,19.435
21-12-2017,South,Office Supplies,23.88,11.2236
21-03-2016,Central,Office Supplies,3.168,-4.752
21-03-2016,Central,Furniture,528.43,0
21-03-2016,Central,Office Supplies,13.392,1.5066
11-11-2017,Central,Office Supplies,181.86,50.9208
23-09-2017,West,Furniture,180.588,-240.784
23-09-2017,West,Technology,47.984,0.5998
10-09-2017,East,Office Supplies,18.76,9.0048
05-12-2017,East,Furniture,20.94,6.0726
05-12-2017,East,Furniture,58.68,18.1908
05-12-2017,East,Office Supplies,254.9,68.823
09-11-2017,East,Office Supplies,9.64,4.4344
09-11-2017,East,Technology,826.62,355.4466
09-11-2017,East,Office Supplies,1633.14,473.6106
09-11-2017,East,Office Supplies,544.38,157.8702
07-11-2014,Central,Office Supplies,26.046,-44.2782
07-11-2014,Central,Office Supplies,74.352,26.9526
12-03-2017,East,Technology,69.93,32.1678
20-10-2017,West,Office Supplies,3.75,1.8
20-10-2017,West,Office Supplies,20.928,7.5864
27-12-2015,Central,Office Supplies,12.672,-3.168
02-10-2017,East,Technology,65.99,17.1574
04-06-2017,Central,Office Supplies,6.37,-9.555
01-09-2014,Central,Office Supplies,3.648,-6.0192
01-09-2014,Central,Office Supplies,31.104,10.8864
08-08-2016,South,Office Supplies,23.34,0.2334
22-07-2017,East,Technology,29.97,14.0859
10-07-2015,West,Office Supplies,3.366,-2.244
01-12-2014,South,Technology,95.968,9.5968
18-12-2017,East,Office Supplies,18.704,2.338
18-05-2014,East,Furniture,149.232,3.7308
18-05-2014,East,Office Supplies,15.936,5.7768
10-11-2014,West,Technology,601.536,60.1536
10-11-2014,West,Technology,10.99,4.2861
10-11-2014,West,Furniture,39.88,11.1664
10-11-2014,West,Office Supplies,62.24,28.008
10-11-2014,West,Furniture,53.2,14.896
10-11-2014,West,Office Supplies,39.84,18.3264
09-01-2016,West,Technology,349.95,118.983
09-01-2016,West,Technology,377.928,141.723
22-09-2017,Central,Office Supplies,13.392,5.022
22-09-2017,Central,Office Supplies,11.228,-18.5262
23-12-2014,Central,Office Supplies,207.24,58.0272
26-05-2016,East,Office Supplies,1.504,0.1692
26-05-2016,East,Office Supplies,34.848,6.534
08-07-2017,West,Office Supplies,75.18,35.3346
13-05-2014,West,Technology,149.97,52.4895
10-11-2017,East,Office Supplies,931.176,314.2719
10-11-2017,East,Technology,430.88,124.9552
02-10-2015,East,Office Supplies,94.85,45.528
02-10-2015,East,Office Supplies,51.12,23.004
02-10-2015,East,Technology,90,32.4
02-10-2014,West,Office Supplies,9.408,3.4104
02-10-2014,West,Office Supplies,4.672,1.46
02-10-2014,West,Technology,318.4,107.46
02-10-2014,West,Office Supplies,12.768,4.6284
02-10-2014,West,Office Supplies,15.36,-3.264
02-10-2014,West,Technology,230.376,20.1579
02-10-2014,West,Technology,7.16,-0.0895
11-08-2014,East,Office Supplies,375.34,18.767
01-09-2017,East,Furniture,114.9,39.066
16-04-2017,Central,Office Supplies,26.046,-44.2782
16-04-2017,Central,Office Supplies,2.896,-4.7784
16-04-2017,Central,Office Supplies,32.544,-7.7292
24-04-2016,West,Office Supplies,3.984,1.3944
15-01-2016,East,Furniture,181.797,-15.5826
02-05-2016,East,Office Supplies,44.94,12.5832
02-05-2016,East,Office Supplies,45.576,15.9516
20-11-2016,Central,Furniture,318.43,-77.333
20-11-2016,Central,Technology,122.92,46.095
20-11-2016,Central,Furniture,7.068,-2.8272
01-02-2016,South,Office Supplies,56.45,14.677
31-03-2017,Central,Office Supplies,13.468,-22.8956
01-12-2017,Central,Technology,219.8,24.7275
01-12-2017,Central,Furniture,317.058,-18.1176
10-12-2017,West,Technology,49.08,4.908
10-12-2017,West,Office Supplies,324.9,38.988
10-12-2017,West,Office Supplies,18.24,5.2896
17-09-2016,West,Furniture,113.888,9.9652
17-09-2016,West,Technology,105.584,7.9188
23-12-2016,Central,Office Supplies,24.85,11.6795
17-04-2017,East,Furniture,60.312,5.2773
27-10-2017,Central,Office Supplies,7.056,2.205
27-10-2017,Central,Technology,27.184,2.0388
08-07-2016,West,Technology,107.984,9.4486
08-07-2016,West,Office Supplies,19.296,6.03
09-08-2015,South,Office Supplies,4.608,1.6704
09-12-2016,South,Furniture,79.974,-29.3238
09-12-2016,South,Office Supplies,2.946,-2.0622
13-11-2016,Central,Office Supplies,3.136,-4.704
14-11-2014,Central,Office Supplies,20.736,7.2576
17-11-2014,West,Technology,99.98,7.9984
17-11-2014,West,Office Supplies,733.95,352.296
17-11-2014,West,Office Supplies,241.44,72.432
04-03-2016,South,Office Supplies,10.08,3.528
11-10-2014,East,Office Supplies,281.904,10.5714
11-10-2014,East,Office Supplies,201.432,67.9833
22-05-2014,South,Technology,135.98,33.995
22-05-2014,South,Technology,44.95,12.586
15-07-2014,Central,Technology,2.97,1.3068
15-07-2014,Central,Office Supplies,6.54,2.6814
27-12-2015,West,Technology,7.92,3.4848
09-02-2015,West,Furniture,203.92,22.941
08-05-2017,West,Technology,3359.952,1049.985
02-11-2017,Central,Office Supplies,18.24,9.12
02-11-2017,Central,Office Supplies,27.78,9.1674
05-04-2014,South,Office Supplies,22.96,7.5768
05-04-2014,South,Technology,28.99,8.4071
05-04-2014,South,Office Supplies,12.96,6.3504
05-04-2014,South,Office Supplies,22.96,6.6584
05-04-2014,South,Office Supplies,4164.05,83.281
17-09-2014,South,Technology,47.984,13.1956
17-09-2014,South,Office Supplies,4.624,1.6762
30-09-2014,East,Furniture,15.24,5.1816
12-09-2014,East,Office Supplies,63.924,-46.8776
20-02-2017,Central,Office Supplies,6.56,1.9024
20-02-2017,Central,Office Supplies,13.11,3.4086
13-12-2015,West,Technology,494.376,49.4376
13-12-2015,West,Office Supplies,29.2,9.855
13-12-2015,West,Technology,248.85,27.3735
13-12-2015,West,Technology,36.24,15.2208
30-10-2016,Central,Office Supplies,11.68,3.504
26-12-2014,West,Office Supplies,11.91,0.1191
26-12-2014,West,Furniture,3.48,1.1136
15-08-2014,Central,Office Supplies,30.96,-52.632
01-10-2017,East,Technology,1704.89,767.2005
23-05-2015,West,Office Supplies,19.194,-12.796
23-05-2015,West,Office Supplies,121.792,13.7016
16-11-2017,West,Technology,1919.976,215.9973
18-11-2014,East,Office Supplies,50.997,-40.7976
18-11-2014,East,Office Supplies,76.792,-16.3183
18-11-2014,East,Technology,539.964,-107.9928
18-11-2014,East,Furniture,60.312,5.2773
18-11-2014,East,Office Supplies,1.944,-1.4256
30-12-2014,Central,Office Supplies,12.984,4.7067
30-12-2014,Central,Technology,217.584,19.0386
30-12-2014,Central,Technology,328.776,28.7679
30-12-2014,Central,Office Supplies,2.286,-3.6576
30-12-2014,Central,Technology,47.984,14.3952
05-11-2015,East,Office Supplies,25.344,8.8704
17-09-2016,East,Office Supplies,232.4,78.435
20-03-2016,South,Furniture,86.45,38.038
27-09-2014,West,Furniture,603.92,45.294
27-09-2014,West,Office Supplies,81.98,40.1702
24-12-2017,East,Furniture,271.764,48.3136
24-12-2017,East,Office Supplies,14.376,4.8519
10-11-2017,Central,Furniture,341.96,-427.45
11-09-2015,West,Office Supplies,181.35,48.9645
11-09-2015,West,Office Supplies,8.64,4.2336
20-12-2014,South,Office Supplies,43.512,3.8073
20-12-2014,South,Furniture,662.88,74.574
20-12-2014,South,Office Supplies,25.92,9.072
23-07-2015,East,Office Supplies,68.94,20.682
23-07-2015,East,Furniture,128.82,50.2398
11-11-2014,Central,Office Supplies,896.99,-1480.0335
11-11-2014,Central,Office Supplies,1.234,-1.9744
11-11-2014,Central,Office Supplies,67.56,6.756
11-11-2014,Central,Office Supplies,21.72,7.8735
11-11-2014,Central,Office Supplies,262.336,95.0968
11-11-2014,Central,Technology,148.48,16.704
11-11-2014,Central,Technology,241.176,15.0735
14-12-2017,Central,Technology,227.976,28.497
14-12-2017,Central,Technology,52.68,19.755
14-12-2017,Central,Furniture,2.032,-1.3208
21-08-2017,West,Office Supplies,17.12,4.9648
21-08-2017,West,Technology,431.968,37.7972
21-08-2017,West,Furniture,129.92,10.3936
21-08-2017,West,Furniture,568.728,28.4364
21-08-2017,West,Office Supplies,117.144,42.4647
21-08-2017,West,Office Supplies,203.52,54.9504
21-08-2017,West,Office Supplies,51.75,24.84
27-08-2016,East,Office Supplies,122.97,60.2553
27-08-2016,East,Furniture,244.615,20.967
27-08-2016,East,Technology,59.97,28.7856
27-08-2016,East,Office Supplies,81.54,36.693
27-08-2016,East,Office Supplies,11.68,5.256
27-08-2016,East,Office Supplies,29,13.92
13-08-2015,West,Office Supplies,50.8,13.208
05-11-2017,Central,Office Supplies,16.03,-25.648
17-08-2016,West,Office Supplies,15.712,5.6956
26-12-2016,East,Technology,89.97,18.8937
23-09-2014,West,Furniture,435.999,20.5176
23-09-2014,West,Technology,83.984,31.494
19-07-2014,East,Technology,359.98,93.5948
19-07-2014,East,Furniture,70.56,-4.032
19-07-2014,East,Office Supplies,20.88,9.6048
19-07-2014,East,Office Supplies,3.81,1.8288
07-09-2017,Central,Office Supplies,73.008,26.4654
06-05-2016,Central,Office Supplies,3.208,-5.2932
06-05-2016,Central,Technology,26.176,-3.272
04-06-2015,East,Office Supplies,30.44,14.3068
04-06-2015,East,Furniture,35.28,11.9952
13-12-2015,East,Office Supplies,19.44,9.3312
13-12-2015,East,Office Supplies,37.88,18.94
16-07-2016,Central,Furniture,9.552,-3.8208
31-01-2014,West,Furniture,290.666,3.4196
09-07-2014,Central,Office Supplies,10.368,3.6288
09-07-2014,Central,Office Supplies,14.352,4.485
21-11-2015,West,Furniture,141.96,41.1684
21-11-2015,West,Office Supplies,66.048,23.1168
25-03-2016,Central,Technology,1287.45,244.6155
23-09-2017,West,Office Supplies,25.824,9.0384
23-09-2017,West,Office Supplies,160.96,48.288
04-12-2015,East,Furniture,28.44,11.376
04-12-2015,East,Furniture,364.41,8.098
04-12-2015,East,Technology,39.96,10.3896
04-12-2015,East,Furniture,361.764,68.3332
01-11-2016,Central,Office Supplies,111.672,6.9795
17-03-2017,Central,Office Supplies,13.776,-22.0416
17-03-2017,Central,Office Supplies,10.272,3.21
23-11-2017,East,Furniture,24.048,7.2144
27-08-2017,South,Office Supplies,2.896,0.9774
04-12-2015,East,Office Supplies,17.94,8.7906
04-12-2015,East,Furniture,384.174,29.8802
04-12-2015,East,Technology,1799.75,539.925
07-10-2017,South,Office Supplies,580.672,65.3256
07-10-2017,South,Office Supplies,18.936,5.9175
07-10-2017,South,Technology,222.384,16.6788
07-10-2017,South,Office Supplies,50.454,-33.636
07-10-2017,South,Furniture,154.764,-36.1116
25-03-2017,Central,Office Supplies,6.848,2.14
09-08-2014,West,Technology,1091.168,68.198
09-08-2014,West,Technology,219.168,-43.8336
22-11-2014,Central,Office Supplies,6.928,-11.0848
10-06-2017,East,Office Supplies,40.032,15.012
01-07-2017,Central,Office Supplies,443.92,13.3176
01-07-2017,Central,Office Supplies,169.99,78.1954
01-07-2017,Central,Office Supplies,25.92,12.4416
21-11-2014,South,Technology,36.99,9.9873
21-11-2014,South,Office Supplies,629.1,301.968
21-11-2014,South,Office Supplies,193.95,9.6975
21-11-2014,South,Office Supplies,5.46,1.4742
04-05-2015,Central,Furniture,22.288,-8.9152
29-05-2017,Central,Furniture,65.424,-52.3392
17-10-2015,West,Office Supplies,77.88,3.894
23-04-2014,East,Furniture,281.372,-12.0588
23-04-2014,East,Furniture,281.372,-12.0588
23-04-2014,East,Office Supplies,7.488,-5.2416
23-04-2014,East,Furniture,22.336,7.8176
30-04-2017,East,Office Supplies,10.368,3.6288
20-09-2016,West,Office Supplies,65.79,30.2634
20-09-2016,West,Office Supplies,271.984,88.3948
20-09-2016,West,Office Supplies,11.76,3.1752
20-09-2016,West,Office Supplies,77.52,37.9848
20-09-2016,West,Office Supplies,48.64,15.808
02-09-2016,Central,Office Supplies,1.81,0.6516
02-09-2016,Central,Office Supplies,8.26,3.8822
27-04-2015,West,Office Supplies,43.56,3.267
27-04-2015,West,Office Supplies,5.84,0.73
06-09-2015,East,Furniture,271.764,60.392
28-05-2016,West,Office Supplies,262.24,78.672
28-05-2016,West,Office Supplies,182.72,84.0512
28-05-2016,West,Technology,131.6,7.896
28-05-2016,West,Office Supplies,22.72,7.384
28-05-2016,West,Technology,558.4,41.88
24-09-2015,Central,Office Supplies,15.24,6.858
24-09-2015,Central,Furniture,1408.1,394.268
03-07-2017,East,Office Supplies,32.896,11.1024
03-07-2017,East,Furniture,215.148,-103.9882
03-07-2017,East,Office Supplies,30.96,11.223
08-12-2017,West,Office Supplies,29.79,8.6391
08-12-2017,West,Furniture,128.9,15.468
08-12-2017,West,Office Supplies,60.12,28.8576
05-12-2017,West,Office Supplies,24.816,8.3754
05-12-2017,West,Office Supplies,14.976,5.4288
27-09-2015,Central,Office Supplies,15.08,-22.62
27-09-2015,Central,Furniture,24.288,-12.7512
30-10-2017,Central,Furniture,16.192,-8.5008
30-10-2017,Central,Furniture,251.006,-68.1302
30-10-2017,Central,Office Supplies,54.192,4.0644
29-11-2015,West,Office Supplies,4.304,1.5602
11-03-2014,East,Office Supplies,108.92,49.014
19-11-2017,East,Office Supplies,16.74,8.37
19-11-2017,East,Office Supplies,2504.74,626.185
29-07-2016,East,Office Supplies,84.784,-16.9568
12-06-2015,East,Office Supplies,29.9,5.083
06-08-2016,East,Office Supplies,70.88,33.3136
11-06-2017,South,Office Supplies,3.76,1.0904
07-10-2016,West,Office Supplies,27.264,8.8608
08-09-2014,West,Office Supplies,56.65,24.3595
08-09-2014,West,Office Supplies,14.97,4.1916
08-09-2014,West,Office Supplies,4.02,1.9698
16-03-2014,South,Technology,471.92,29.495
01-03-2015,South,Office Supplies,58.72,27.0112
09-07-2015,South,Office Supplies,5.16,0.8385
20-02-2016,South,Office Supplies,16.496,5.5674
16-09-2017,East,Technology,71.976,19.7934
16-09-2017,East,Furniture,22.512,2.2512
16-09-2017,East,Office Supplies,3.444,-2.7552
16-09-2017,East,Office Supplies,538.194,-412.6154
16-09-2017,East,Technology,47.984,14.3952
05-11-2017,Central,Technology,492.768,55.4364
20-02-2015,East,Office Supplies,286.79,74.5654
25-11-2016,South,Office Supplies,5.08,1.651
03-12-2017,South,Technology,47.992,7.1988
10-09-2015,East,Office Supplies,61.96,16.1096
10-09-2015,East,Furniture,361.96,83.2508
10-09-2015,East,Office Supplies,278.82,125.469
14-12-2016,South,Furniture,133.38,58.6872
06-04-2015,South,Office Supplies,47.952,16.1838
01-12-2016,West,Furniture,16.74,4.3524
12-11-2017,East,Office Supplies,10.848,3.5256
12-11-2017,East,Technology,18.544,3.0134
03-03-2017,Central,Furniture,180.98,47.0548
03-03-2017,Central,Technology,99.98,42.9914
27-11-2016,Central,Technology,34.95,15.378
27-11-2016,Central,Office Supplies,152,69.92
31-08-2014,West,Technology,92.52,18.504
08-12-2016,West,Office Supplies,8.56,2.4824
08-12-2016,West,Office Supplies,45.36,21.7728
08-12-2016,West,Furniture,1421.664,-195.4788
07-04-2014,South,Furniture,8.96,2.7776
27-08-2014,South,Technology,579.95,168.1855
27-08-2014,South,Furniture,29.12,12.5216
27-08-2014,South,Furniture,1202.94,300.735
21-10-2016,East,Office Supplies,7.92,3.564
30-11-2016,South,Technology,36.192,2.7144
05-09-2017,South,Office Supplies,147.184,-29.4368
02-07-2015,Central,Furniture,408.422,-5.8346
02-07-2015,Central,Furniture,382.116,-92.7996
02-07-2015,Central,Office Supplies,68.6,6.0025
02-07-2015,Central,Office Supplies,435.504,48.9942
02-07-2015,Central,Office Supplies,11.168,3.7692
24-09-2017,Central,Technology,72,12.96
24-09-2017,Central,Technology,655.9,275.478
24-09-2017,Central,Furniture,603.92,181.176
08-08-2016,West,Furniture,513.024,12.8256
08-08-2016,West,Office Supplies,487.92,136.6176
08-08-2016,West,Office Supplies,15.24,5.334
29-09-2016,South,Technology,209.97,71.3898
29-09-2016,South,Office Supplies,62.94,30.2112
29-09-2016,South,Office Supplies,25.92,7.776
10-04-2017,Central,Office Supplies,10.368,3.6288
10-04-2017,Central,Technology,95.736,20.3439
18-12-2016,East,Office Supplies,900.08,117.0104
20-06-2014,Central,Technology,201.584,20.1584
20-06-2014,Central,Office Supplies,3.392,-5.088
20-06-2014,Central,Furniture,193.0656,-19.8744
